集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,20,長野県,F,電気・ガス・熱供給・水道業,40～44歳,51.23,88.1,702.86
2021,20,長野県,F,電気・ガス・熱供給・水道業,45～49歳,49.35,118.67,710.87
2021,20,長野県,F,電気・ガス・熱供給・水道業,50～54歳,58.11,230.83,928.15
2021,20,長野県,F,電気・ガス・熱供給・水道業,55～59歳,54.95,147.94,807.34
2021,20,長野県,F,電気・ガス・熱供給・水道業,60～64歳,31.69,145.16,525.44
2021,20,長野県,F,電気・ガス・熱供給・水道業,65～69歳,29.53,145.08,499.44
2021,20,長野県,F,電気・ガス・熱供給・水道業,70歳～,85.78,453.43,1482.79
2021,20,長野県,G,情報通信業,年齢計,33.49,123.57,525.45
2021,20,長野県,G,情報通信業,～19歳,18.07,73.97,290.81
2021,20,長野県,G,情報通信業,20～24歳,22.47,43.26,312.9
2021,20,長野県,G,情報通信業,25～29歳,25,82.5,382.5
2021,20,長野県,G,情報通信業,30～34歳,27.6,103.22,434.42
2021,20,長野県,G,情報通信業,35～39歳,31.27,134.37,509.61
2021,20,長野県,G,情報通信業,40～44歳,34.98,118.14,537.9
2021,20,長野県,G,情報通信業,45～49歳,35.8,131.21,560.81
2021,20,長野県,G,情報通信業,50～54歳,41.81,170.47,672.19
2021,20,長野県,G,情報通信業,55～59歳,42.39,184.04,692.72
2021,20,長野県,G,情報通信業,60～64歳,28.03,79.21,415.57
2021,20,長野県,G,情報通信業,65～69歳,23.81,67.06,352.78
2021,20,長野県,G,情報通信業,70歳～,23.3,73,352.6
2021,20,長野県,H,運輸業，郵便業,年齢計,26.76,65.36,386.48
2021,20,長野県,H,運輸業，郵便業,～19歳,18.03,7.55,223.91
2021,20,長野県,H,運輸業，郵便業,20～24歳,22.08,50.55,315.51
2021,20,長野県,H,運輸業，郵便業,25～29歳,24.03,77.4,365.76
2021,20,長野県,H,運輸業，郵便業,30～34歳,24.9,59.79,358.59
2021,20,長野県,H,運輸業，郵便業,35～39歳,28.32,67.98,407.82
2021,20,長野県,H,運輸業，郵便業,40～44歳,30.44,81.06,446.34
2021,20,長野県,H,運輸業，郵便業,45～49歳,27.68,73.38,405.54
2021,20,長野県,H,運輸業，郵便業,50～54歳,27.58,63.23,394.19
2021,20,長野県,H,運輸業，郵便業,55～59歳,29.21,77.98,428.5
2021,20,長野県,H,運輸業，郵便業,60～64歳,22.8,47.54,321.14
2021,20,長野県,H,運輸業，郵便業,65～69歳,20.24,24.1,266.98
2021,20,長野県,H,運輸業，郵便業,70歳～,20.28,1.98,245.34
2021,20,長野県,I,卸売業，小売業,年齢計,27.1,81.05,406.25
2021,20,長野県,I,卸売業，小売業,～19歳,17.15,1.47,207.27
2021,20,長野県,I,卸売業，小売業,20～24歳,20.37,35.22,279.66
2021,20,長野県,I,卸売業，小売業,25～29歳,22.25,59.45,326.45
2021,20,長野県,I,卸売業，小売業,30～34歳,24.08,76.64,365.6
2021,20,長野県,I,卸売業，小売業,35～39歳,26.01,72.79,384.91
2021,20,長野県,I,卸売業，小売業,40～44歳,31.6,105.28,484.48
2021,20,長野県,I,卸売業，小売業,45～49歳,30.01,98.33,458.45
2021,20,長野県,I,卸売業，小売業,50～54歳,31.51,95.64,473.76
2021,20,長野県,I,卸売業，小売業,55～59歳,30.52,98.1,464.34
2021,20,長野県,I,卸売業，小売業,60～64歳,23.21,66.06,344.58
2021,20,長野県,I,卸売業，小売業,65～69歳,18.88,32.58,259.14
2021,20,長野県,I,卸売業，小売業,70歳～,15.99,35.67,227.55
2021,20,長野県,J,金融業，保険業,年齢計,36.07,128.22,561.06
2021,20,長野県,J,金融業，保険業,～19歳,15.62,0,187.44
2021,20,長野県,J,金融業，保険業,20～24歳,20.9,40.62,291.42
2021,20,長野県,J,金融業，保険業,25～29歳,23.58,75.07,358.03
2021,20,長野県,J,金融業，保険業,30～34歳,29.02,111.88,460.12
2021,20,長野県,J,金融業，保険業,35～39歳,34.17,133.9,543.94
2021,20,長野県,J,金融業，保険業,40～44歳,36.8,158.75,600.35
2021,20,長野県,J,金融業，保険業,45～49歳,40.02,132.45,612.69
2021,20,長野県,J,金融業，保険業,50～54歳,46.5,188.9,746.9
2021,20,長野県,J,金融業，保険業,55～59歳,42.36,146.94,655.26
2021,20,長野県,J,金融業，保険業,60～64歳,36.61,83.49,522.81
2021,20,長野県,J,金融業，保険業,65～69歳,46.62,153.22,712.66
2021,20,長野県,J,金融業，保険業,70歳～,34.65,158.49,574.29
2021,20,長野県,K,不動産業，物品賃貸業,年齢計,26.73,67.4,388.16
2021,20,長野県,K,不動産業，物品賃貸業,～19歳,17.32,1.04,208.88
2021,20,長野県,K,不動産業，物品賃貸業,20～24歳,20.08,27.05,268.01
2021,20,長野県,K,不動産業，物品賃貸業,25～29歳,23.23,50.41,329.17
2021,20,長野県,K,不動産業，物品賃貸業,30～34歳,24.82,57.94,355.78
2021,20,長野県,K,不動産業，物品賃貸業,35～39歳,28.06,79.04,415.76
2021,20,長野県,K,不動産業，物品賃貸業,40～44歳,28.77,72.64,417.88
2021,20,長野県,K,不動産業，物品賃貸業,45～49歳,28.68,81.38,425.54
2021,20,長野県,K,不動産業，物品賃貸業,50～54歳,31.4,97.11,473.91
2021,20,長野県,K,不動産業，物品賃貸業,55～59歳,28.72,76.36,421
2021,20,長野県,K,不動産業，物品賃貸業,60～64歳,22.93,53.46,328.62
2021,20,長野県,K,不動産業，物品賃貸業,65～69歳,20.88,15.78,266.34
2021,20,長野県,K,不動産業，物品賃貸業,70歳～,21.34,31.95,288.03
2021,20,長野県,L,学術研究，専門・技術サービス業,年齢計,30.52,64.49,430.73
2021,20,長野県,L,学術研究，専門・技術サービス業,～19歳,19.44,19.51,252.79
2021,20,長野県,L,学術研究，専門・技術サービス業,20～24歳,20.59,20.9,267.98
2021,20,長野県,L,学術研究，専門・技術サービス業,25～29歳,23.38,44.9,325.46
2021,20,長野県,L,学術研究，専門・技術サービス業,30～34歳,26.02,68.91,381.15
2021,20,長野県,L,学術研究，専門・技術サービス業,35～39歳,27.87,64.34,398.78
2021,20,長野県,L,学術研究，専門・技術サービス業,40～44歳,33.35,77.23,477.43
2021,20,長野県,L,学術研究，専門・技術サービス業,45～49歳,38.39,87.1,547.78
2021,20,長野県,L,学術研究，専門・技術サービス業,50～54歳,39.94,71.78,551.06
2021,20,長野県,L,学術研究，専門・技術サービス業,55～59歳,40.97,110.15,601.79
2021,20,長野県,L,学術研究，専門・技術サービス業,60～64歳,29.21,64.33,414.85
2021,20,長野県,L,学術研究，専門・技術サービス業,65～69歳,50.73,60.98,669.74
2021,20,長野県,L,学術研究，専門・技術サービス業,70歳～,31.49,37.72,415.6
2021,20,長野県,M,宿泊業，飲食サービス業,年齢計,23.74,21.31,306.19
2021,20,長野県,M,宿泊業，飲食サービス業,～19歳,15.72,3.09,191.73
2021,20,長野県,M,宿泊業，飲食サービス業,20～24歳,19.39,16.72,249.4
2021,20,長野県,M,宿泊業，飲食サービス業,25～29歳,20.92,19.01,270.05
2021,20,長野県,M,宿泊業，飲食サービス業,30～34歳,24.58,35.57,330.53
2021,20,長野県,M,宿泊業，飲食サービス業,35～39歳,25.38,29.78,334.34
2021,20,長野県,M,宿泊業，飲食サービス業,40～44歳,25.25,27.63,330.63
2021,20,長野県,M,宿泊業，飲食サービス業,45～49歳,25.04,24.74,325.22
2021,20,長野県,M,宿泊業，飲食サービス業,50～54歳,26.16,27.25,341.17
2021,20,長野県,M,宿泊業，飲食サービス業,55～59歳,27.47,21.95,351.59
2021,20,長野県,M,宿泊業，飲食サービス業,60～64歳,27.43,10.84,340
2021,20,長野県,M,宿泊業，飲食サービス業,65～69歳,21.73,2.27,263.03
2021,20,長野県,M,宿泊業，飲食サービス業,70歳～,19.42,1.21,234.25
2021,20,長野県,N,生活関連サービス業，娯楽業,年齢計,25.92,31.67,342.71
2021,20,長野県,N,生活関連サービス業，娯楽業,～19歳,20.65,1.42,249.22
2021,20,長野県,N,生活関連サービス業，娯楽業,20～24歳,20.98,12.53,264.29
2021,20,長野県,N,生活関連サービス業，娯楽業,25～29歳,22.16,27.46,293.38
2021,20,長野県,N,生活関連サービス業，娯楽業,30～34歳,25.49,33.08,338.96
2021,20,長野県,N,生活関連サービス業，娯楽業,35～39歳,29.34,39.67,391.75
2021,20,長野県,N,生活関連サービス業，娯楽業,40～44歳,29.67,42.06,398.1
2021,20,長野県,N,生活関連サービス業，娯楽業,45～49歳,30.61,43.73,411.05
2021,20,長野県,N,生活関連サービス業，娯楽業,50～54歳,29.02,37.93,386.17
2021,20,長野県,N,生活関連サービス業，娯楽業,55～59歳,26.83,35.35,357.31
2021,20,長野県,N,生活関連サービス業，娯楽業,60～64歳,22.11,23.77,289.09
2021,20,長野県,N,生活関連サービス業，娯楽業,65～69歳,21.27,17.15,272.39
2021,20,長野県,N,生活関連サービス業，娯楽業,70歳～,18.16,9.82,227.74
2021,20,長野県,O,教育，学習支援業,年齢計,33.18,102.53,500.69
2021,20,長野県,O,教育，学習支援業,～19歳,-,-,-
2021,20,長野県,O,教育，学習支援業,20～24歳,19.94,39.2,278.48
2021,20,長野県,O,教育，学習支援業,25～29歳,22.92,59.07,334.11
2021,20,長野県,O,教育，学習支援業,30～34歳,27.03,61.83,386.19
2021,20,長野県,O,教育，学習支援業,35～39歳,30.14,76.07,437.75
2021,20,長野県,O,教育，学習支援業,40～44歳,36.32,133.46,569.3
2021,20,長野県,O,教育，学習支援業,45～49歳,34.69,106.76,523.04
2021,20,長野県,O,教育，学習支援業,50～54歳,40.25,144.17,627.17
2021,20,長野県,O,教育，学習支援業,55～59歳,43.32,160.92,680.76
2021,20,長野県,O,教育，学習支援業,60～64歳,41.89,147.92,650.6
2021,20,長野県,O,教育，学習支援業,65～69歳,35.23,99.82,522.58
2021,20,長野県,O,教育，学習支援業,70歳～,35.45,32.78,458.18
2021,20,長野県,P,医療，福祉,年齢計,28.02,64.3,400.54
2021,20,長野県,P,医療，福祉,～19歳,16.89,33,235.68
2021,20,長野県,P,医療，福祉,20～24歳,21.72,41.52,302.16
2021,20,長野県,P,医療，福祉,25～29歳,24.32,53.61,345.45
2021,20,長野県,P,医療，福祉,30～34歳,27.73,56.52,389.28
2021,20,長野県,P,医療，福祉,35～39歳,28.68,69.01,413.17
2021,20,長野県,P,医療，福祉,40～44歳,29.16,69.5,419.42
2021,20,長野県,P,医療，福祉,45～49歳,29.09,70.83,419.91
2021,20,長野県,P,医療，福祉,50～54歳,30.95,75.36,446.76
2021,20,長野県,P,医療，福祉,55～59歳,31.4,86.82,463.62
2021,20,長野県,P,医療，福祉,60～64歳,29.05,61.62,410.22
2021,20,長野県,P,医療，福祉,65～69歳,26.18,34.87,349.03
2021,20,長野県,P,医療，福祉,70歳～,19.8,26.84,264.44
2021,20,長野県,Q,複合サービス事業,年齢計,31.01,119.25,491.37
2021,20,長野県,Q,複合サービス事業,～19歳,16.45,17.58,214.98
2021,20,長野県,Q,複合サービス事業,20～24歳,20.2,57.85,300.25
2021,20,長野県,Q,複合サービス事業,25～29歳,22.85,84.02,358.22
2021,20,長野県,Q,複合サービス事業,30～34歳,26.71,97.96,418.48
2021,20,長野県,Q,複合サービス事業,35～39歳,29.54,114.7,469.18
2021,20,長野県,Q,複合サービス事業,40～44歳,34.72,144.62,561.26
2021,20,長野県,Q,複合サービス事業,45～49歳,36.97,144.62,588.26
2021,20,長野県,Q,複合サービス事業,50～54歳,31.93,114.71,497.87
2021,20,長野県,Q,複合サービス事業,55～59歳,41.07,156.6,649.44
2021,20,長野県,Q,複合サービス事業,60～64歳,26.48,128.87,446.63
2021,20,長野県,Q,複合サービス事業,65～69歳,24.5,90.61,384.61
2021,20,長野県,Q,複合サービス事業,70歳～,19.19,4,234.28
2021,20,長野県,R,サービス業（他に分類されないもの）,年齢計,23.88,39.41,325.97
2021,20,長野県,R,サービス業（他に分類されないもの）,～19歳,17.73,18.01,230.77
2021,20,長野県,R,サービス業（他に分類されないもの）,20～24歳,19.85,32.78,270.98
2021,20,長野県,R,サービス業（他に分類されないもの）,25～29歳,24.11,57.13,346.45
2021,20,長野県,R,サービス業（他に分類されないもの）,30～34歳,22.38,40.23,308.79
2021,20,長野県,R,サービス業（他に分類されないもの）,35～39歳,23.57,43.48,326.32
2021,20,長野県,R,サービス業（他に分類されないもの）,40～44歳,26.12,57.23,370.67
2021,20,長野県,R,サービス業（他に分類されないもの）,45～49歳,26.54,56.16,374.64
2021,20,長野県,R,サービス業（他に分類されないもの）,50～54歳,27.04,45.83,370.31
2021,20,長野県,R,サービス業（他に分類されないもの）,55～59歳,24.61,33.76,329.08
2021,20,長野県,R,サービス業（他に分類されないもの）,60～64歳,22.22,26.44,293.08
2021,20,長野県,R,サービス業（他に分類されないもの）,65～69歳,19.36,15.52,247.84
2021,20,長野県,R,サービス業（他に分類されないもの）,70歳～,16.78,8.29,209.65
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,年齢計,27.51,83.68,413.8
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,～19歳,17.83,14.25,228.21
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,20～24歳,20.44,54.9,300.18
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,25～29歳,-,-,-
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,30～34歳,24.46,94.49,388.01
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,35～39歳,23.97,41.2,328.84
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,40～44歳,25.13,70.31,371.87
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,45～49歳,28.78,119.41,464.77
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,50～54歳,32.71,126.03,518.55
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,55～59歳,36.03,132.36,564.72
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,60～64歳,25.12,24.6,326.04
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,65～69歳,25.69,0,308.28
2021,21,岐阜県,C,鉱業，採石業，砂利採取業,70歳～,18.36,0,220.32
2021,21,岐阜県,D,建設業,年齢計,32.24,104.21,491.09
2021,21,岐阜県,D,建設業,～19歳,19.06,14.2,242.92
2021,21,岐阜県,D,建設業,20～24歳,22.31,55.65,323.37
2021,21,岐阜県,D,建設業,25～29歳,24.04,100.56,389.04
2021,21,岐阜県,D,建設業,30～34歳,27.79,92.09,425.57
2021,21,岐阜県,D,建設業,35～39歳,30.02,82.54,442.78
2021,21,岐阜県,D,建設業,40～44歳,33.75,110.56,515.56
2021,21,岐阜県,D,建設業,45～49歳,36.68,127.04,567.2
2021,21,岐阜県,D,建設業,50～54歳,39.51,163.76,637.88
2021,21,岐阜県,D,建設業,55～59歳,39.56,127.18,601.9
2021,21,岐阜県,D,建設業,60～64歳,37.21,105.32,551.84
2021,21,岐阜県,D,建設業,65～69歳,30.97,48.11,419.75
2021,21,岐阜県,D,建設業,70歳～,25.15,32.67,334.47
2021,21,岐阜県,E,製造業,年齢計,28.04,92.14,428.62
2021,21,岐阜県,E,製造業,～19歳,17.69,13.48,225.76
2021,21,岐阜県,E,製造業,20～24歳,18.7,35.79,260.19
2021,21,岐阜県,E,製造業,25～29歳,22.06,61.54,326.26
2021,21,岐阜県,E,製造業,30～34歳,25.24,86.02,388.9
2021,21,岐阜県,E,製造業,35～39歳,28.13,102.84,440.4
2021,21,岐阜県,E,製造業,40～44歳,29.82,109.43,467.27
2021,21,岐阜県,E,製造業,45～49歳,31.52,112.65,490.89
2021,21,岐阜県,E,製造業,50～54歳,34.41,126.1,539.02
2021,21,岐阜県,E,製造業,55～59歳,34.12,121,530.44
2021,21,岐阜県,E,製造業,60～64歳,25.83,68.5,378.46
2021,21,岐阜県,E,製造業,65～69歳,19.73,17.97,254.73
2021,21,岐阜県,E,製造業,70歳～,26.17,15.84,329.88
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,年齢計,41.02,165.51,657.75
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,～19歳,18.89,48.9,275.58
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,20～24歳,21.65,89.08,348.88
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,25～29歳,27.77,109.8,443.04
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,30～34歳,30.85,103.39,473.59
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,35～39歳,35.47,145.04,570.68
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,40～44歳,40.69,145.42,633.7
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,45～49歳,43.25,161.49,680.49
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,50～54歳,55.51,237.14,903.26
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,55～59歳,50.14,222.5,824.18
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,60～64歳,21.25,86.79,341.79
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,65～69歳,17.72,17.25,229.89
2021,21,岐阜県,F,電気・ガス・熱供給・水道業,70歳～,27.36,62.98,391.3
2021,21,岐阜県,G,情報通信業,年齢計,32.91,130.38,525.3
2021,21,岐阜県,G,情報通信業,～19歳,16.65,0,199.8
2021,21,岐阜県,G,情報通信業,20～24歳,22.78,36.15,309.51
2021,21,岐阜県,G,情報通信業,25～29歳,24.49,92.55,386.43
2021,21,岐阜県,G,情報通信業,30～34歳,27.43,114.94,444.1
2021,21,岐阜県,G,情報通信業,35～39歳,30.01,125.75,485.87
2021,21,岐阜県,G,情報通信業,40～44歳,34.68,144.07,560.23
2021,21,岐阜県,G,情報通信業,45～49歳,36.97,156.66,600.3
2021,21,岐阜県,G,情報通信業,50～54歳,39.91,157.74,636.66
2021,21,岐阜県,G,情報通信業,55～59歳,41.53,179.16,677.52
