集計年,都道府県コード,都道府県名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2016,07,福島県,～19歳,16.92,12.77,215.81
2016,07,福島県,20～24歳,18.93,32.83,259.99
2016,07,福島県,25～29歳,21.29,46.95,302.43
2016,07,福島県,30～34歳,23.47,57.04,338.68
2016,07,福島県,35～39歳,25.91,68.38,379.3
2016,07,福島県,40～44歳,27.99,80.23,416.11
2016,07,福島県,45～49歳,30.05,82.9,443.5
2016,07,福島県,50～54歳,29.93,82.66,441.82
2016,07,福島県,55～59歳,31.17,86.28,460.32
2016,07,福島県,60～64歳,23.81,42.77,328.49
2016,07,福島県,65～69歳,22.83,27.99,301.95
2016,07,福島県,70歳～,23.57,22.05,304.89
2016,08,茨城県,年齢計,30.02,88.07,448.31
2016,08,茨城県,～19歳,17.4,7.81,216.61
2016,08,茨城県,20～24歳,20.07,38.19,279.03
2016,08,茨城県,25～29歳,22.96,66.4,341.92
2016,08,茨城県,30～34歳,26.78,73.19,394.55
2016,08,茨城県,35～39歳,29.45,84.74,438.14
2016,08,茨城県,40～44歳,31.75,96.8,477.8
2016,08,茨城県,45～49歳,34.38,117.96,530.52
2016,08,茨城県,50～54歳,37.21,122.08,568.6
2016,08,茨城県,55～59歳,35.71,110.13,538.65
2016,08,茨城県,60～64歳,27.48,62.1,391.86
2016,08,茨城県,65～69歳,25.37,31.57,336.01
2016,08,茨城県,70歳～,22.56,19.77,290.49
2016,09,栃木県,年齢計,28.78,85.11,430.47
2016,09,栃木県,～19歳,17.76,11.67,224.79
2016,09,栃木県,20～24歳,20.35,38.81,283.01
2016,09,栃木県,25～29歳,23.16,62.89,340.81
2016,09,栃木県,30～34歳,26.05,76.45,389.05
2016,09,栃木県,35～39歳,28.62,85,428.44
2016,09,栃木県,40～44歳,31.03,98.68,471.04
2016,09,栃木県,45～49歳,32.86,107.7,502.02
2016,09,栃木県,50～54歳,35.33,120.89,544.85
2016,09,栃木県,55～59歳,34.11,105.99,515.31
2016,09,栃木県,60～64歳,23.87,50.06,336.5
2016,09,栃木県,65～69歳,23.21,33.59,312.11
2016,09,栃木県,70歳～,20.9,19.22,270.02
2016,10,群馬県,年齢計,27.78,79.76,413.12
2016,10,群馬県,～19歳,17.73,13.71,226.47
2016,10,群馬県,20～24歳,19.85,38.29,276.49
2016,10,群馬県,25～29歳,22.73,63.92,336.68
2016,10,群馬県,30～34歳,25.53,73.5,379.86
2016,10,群馬県,35～39歳,27.38,83.64,412.2
2016,10,群馬県,40～44歳,29.97,91.66,451.3
2016,10,群馬県,45～49歳,31.77,101.06,482.3
2016,10,群馬県,50～54歳,33.02,104.09,500.33
2016,10,群馬県,55～59歳,32.2,99.54,485.94
2016,10,群馬県,60～64歳,23.67,40.69,324.73
2016,10,群馬県,65～69歳,24.41,31.58,324.5
2016,10,群馬県,70歳～,26.13,35.59,349.15
2016,11,埼玉県,年齢計,29.82,73.03,430.87
2016,11,埼玉県,～19歳,17.81,8,221.72
2016,11,埼玉県,20～24歳,20.72,33.6,282.24
2016,11,埼玉県,25～29歳,23.76,58.14,343.26
2016,11,埼玉県,30～34歳,27.3,72.5,400.1
2016,11,埼玉県,35～39歳,29.76,75.87,432.99
2016,11,埼玉県,40～44歳,32.55,80.2,470.8
2016,11,埼玉県,45～49歳,33.56,86.59,489.31
2016,11,埼玉県,50～54歳,35.52,98.66,524.9
2016,11,埼玉県,55～59歳,35.52,97.96,524.2
2016,11,埼玉県,60～64歳,27.79,46.95,380.43
2016,11,埼玉県,65～69歳,25.59,29.59,336.67
2016,11,埼玉県,70歳～,24.32,27.08,318.92
2016,12,千葉県,年齢計,29.57,70.27,425.11
2016,12,千葉県,～19歳,17.79,15.78,229.26
2016,12,千葉県,20～24歳,20.7,32.6,281
2016,12,千葉県,25～29歳,24.31,59.04,350.76
2016,12,千葉県,30～34歳,26.97,69.24,392.88
2016,12,千葉県,35～39歳,30.06,70.27,430.99
2016,12,千葉県,40～44歳,32.12,84.15,469.59
2016,12,千葉県,45～49歳,33.61,88.84,492.16
2016,12,千葉県,50～54歳,34.75,89.12,506.12
2016,12,千葉県,55～59歳,34.29,88.56,500.04
2016,12,千葉県,60～64歳,26.61,42.4,361.72
2016,12,千葉県,65～69歳,25.39,23.69,328.37
2016,12,千葉県,70歳～,23.81,13.12,298.84
2016,13,東京都,年齢計,36.68,115.81,555.97
2016,13,東京都,～19歳,18.72,9.75,234.39
2016,13,東京都,20～24歳,22.27,29,296.24
2016,13,東京都,25～29歳,26.21,69.5,384.02
2016,13,東京都,30～34歳,31.1,93.35,466.55
2016,13,東京都,35～39歳,36.24,115.73,550.61
2016,13,東京都,40～44歳,39.9,131.1,609.9
2016,13,東京都,45～49歳,44.85,163.79,701.99
2016,13,東京都,50～54歳,47.96,174.92,750.44
2016,13,東京都,55～59歳,47.68,169.76,741.92
2016,13,東京都,60～64歳,33.69,81.8,486.08
2016,13,東京都,65～69歳,31.1,43.49,416.69
2016,13,東京都,70歳～,30.1,37.78,398.98
2016,14,神奈川県,年齢計,33.2,97.14,495.54
2016,14,神奈川県,～19歳,18.9,9.08,235.88
2016,14,神奈川県,20～24歳,21.8,35.78,297.38
2016,14,神奈川県,25～29歳,25.26,66.85,369.97
2016,14,神奈川県,30～34歳,29.48,86.07,439.83
2016,14,神奈川県,35～39歳,32.83,99.59,493.55
2016,14,神奈川県,40～44歳,35.42,110.58,535.62
2016,14,神奈川県,45～49歳,38.73,125.4,590.16
2016,14,神奈川県,50～54歳,40.89,133.72,624.4
2016,14,神奈川県,55～59歳,41.82,136.66,638.5
2016,14,神奈川県,60～64歳,29.78,57.97,415.33
2016,14,神奈川県,65～69歳,27.21,31.2,357.72
2016,14,神奈川県,70歳～,23.64,22.02,305.7
2016,15,新潟県,年齢計,25.77,66.77,376.01
2016,15,新潟県,～19歳,16.42,7.65,204.69
2016,15,新潟県,20～24歳,18.73,30.09,254.85
2016,15,新潟県,25～29歳,21.28,62.59,317.95
2016,15,新潟県,30～34歳,23.45,54.87,336.27
2016,15,新潟県,35～39歳,25.59,71.05,378.13
2016,15,新潟県,40～44歳,27.29,77.83,405.31
2016,15,新潟県,45～49歳,29.12,84,433.44
2016,15,新潟県,50～54歳,30.65,87,454.8
2016,15,新潟県,55～59歳,30.35,81.86,446.06
2016,15,新潟県,60～64歳,22.69,37.64,309.92
2016,15,新潟県,65～69歳,23.46,22.03,303.55
2016,15,新潟県,70歳～,18.78,7.8,233.16
2016,16,富山県,年齢計,27.82,80.64,414.48
2016,16,富山県,～19歳,17.01,15.53,219.65
2016,16,富山県,20～24歳,19.53,41.96,276.32
2016,16,富山県,25～29歳,22.58,69.19,340.15
2016,16,富山県,30～34歳,25.45,76.28,381.68
2016,16,富山県,35～39歳,26.62,82.77,402.21
2016,16,富山県,40～44歳,29.71,91.78,448.3
2016,16,富山県,45～49歳,31.22,99.98,474.62
2016,16,富山県,50～54歳,33.61,105.39,508.71
2016,16,富山県,55～59歳,33.64,94.87,498.55
2016,16,富山県,60～64歳,24.21,51.41,341.93
2016,16,富山県,65～69歳,25.33,34.76,338.72
2016,16,富山県,70歳～,25.41,24.17,329.09
2016,17,石川県,年齢計,27.59,75.66,406.74
2016,17,石川県,～19歳,17.11,12.88,218.2
2016,17,石川県,20～24歳,19.29,34.14,265.62
2016,17,石川県,25～29歳,22,61.22,325.22
2016,17,石川県,30～34歳,24.66,72.15,368.07
2016,17,石川県,35～39歳,27.4,78.58,407.38
2016,17,石川県,40～44歳,28.85,85.32,431.52
2016,17,石川県,45～49歳,31.35,91.35,467.55
2016,17,石川県,50～54歳,33.73,105.83,510.59
2016,17,石川県,55～59歳,32.96,96.34,491.86
2016,17,石川県,60～64歳,24.8,49.68,347.28
2016,17,石川県,65～69歳,26.91,24.91,347.83
2016,17,石川県,70歳～,33.52,22.63,424.87
2016,18,福井県,年齢計,27,73.54,397.54
2016,18,福井県,～19歳,17.14,8.63,214.31
2016,18,福井県,20～24歳,19.61,36.74,272.06
2016,18,福井県,25～29歳,21.82,57.18,319.02
2016,18,福井県,30～34歳,24.45,68.73,362.13
2016,18,福井県,35～39歳,27.02,78.88,403.12
2016,18,福井県,40～44歳,29.44,84.98,438.26
2016,18,福井県,45～49歳,31.47,99.06,476.7
2016,18,福井県,50～54歳,32.05,95.69,480.29
2016,18,福井県,55～59歳,31.82,87.72,469.56
2016,18,福井県,60～64歳,23.48,47.24,329
2016,18,福井県,65～69歳,22.2,29.09,295.49
2016,18,福井県,70歳～,26.93,40.27,363.43
2016,19,山梨県,年齢計,27.84,79.66,413.74
2016,19,山梨県,～19歳,17.71,6.55,219.07
2016,19,山梨県,20～24歳,19.84,30.85,268.93
2016,19,山梨県,25～29歳,22.39,54.09,322.77
2016,19,山梨県,30～34歳,25.87,69.07,379.51
2016,19,山梨県,35～39歳,27.26,73.51,400.63
2016,19,山梨県,40～44歳,30.02,86.08,446.32
2016,19,山梨県,45～49歳,31.9,113.43,496.23
2016,19,山梨県,50～54歳,33.47,122.13,523.77
2016,19,山梨県,55～59歳,31.12,90.91,464.35
2016,19,山梨県,60～64歳,25.07,67.48,368.32
2016,19,山梨県,65～69歳,24.56,27.23,321.95
2016,19,山梨県,70歳～,23.01,25.69,301.81
2016,20,長野県,年齢計,28.02,75.38,411.62
2016,20,長野県,～19歳,17.27,12.35,219.59
2016,20,長野県,20～24歳,20.2,36.4,278.8
2016,20,長野県,25～29歳,22.77,61.06,334.3
2016,20,長野県,30～34歳,24.92,64.65,363.69
2016,20,長野県,35～39歳,27.63,74.82,406.38
2016,20,長野県,40～44歳,29.96,85.09,444.61
2016,20,長野県,45～49歳,31.99,96.73,480.61
2016,20,長野県,50～54歳,34.38,105.36,517.92
2016,20,長野県,55～59歳,34.26,98.33,509.45
2016,20,長野県,60～64歳,24.4,49.8,342.6
2016,20,長野県,65～69歳,22.18,30.18,296.34
2016,20,長野県,70歳～,23.04,18.53,295.01
2016,21,岐阜県,年齢計,28.28,85.42,424.78
2016,21,岐阜県,～19歳,17.22,15.21,221.85
2016,21,岐阜県,20～24歳,19.54,39.84,274.32
2016,21,岐阜県,25～29歳,22.62,65.54,336.98
2016,21,岐阜県,30～34歳,25.6,79.07,386.27
2016,21,岐阜県,35～39歳,28.75,89.56,434.56
2016,21,岐阜県,40～44歳,31.25,99.86,474.86
2016,21,岐阜県,45～49歳,32.52,111.63,501.87
2016,21,岐阜県,50～54歳,34.09,118.29,527.37
2016,21,岐阜県,55～59歳,33.81,104.88,510.6
2016,21,岐阜県,60～64歳,25.16,56.24,358.16
2016,21,岐阜県,65～69歳,21.9,25.19,287.99
2016,21,岐阜県,70歳～,19.42,14.35,247.39
2016,22,静岡県,年齢計,28.55,81.9,424.5
2016,22,静岡県,～19歳,17.93,9.88,225.04
2016,22,静岡県,20～24歳,20.13,40.98,282.54
2016,22,静岡県,25～29歳,22.86,64.87,339.19
2016,22,静岡県,30～34歳,25.49,75.06,380.94
2016,22,静岡県,35～39歳,28.55,83.04,425.64
2016,22,静岡県,40～44歳,31.28,97.42,472.78
2016,22,静岡県,45～49歳,32.39,97.94,486.62
2016,22,静岡県,50～54歳,33.89,106.55,513.23
2016,22,静岡県,55～59歳,33.6,104.59,507.79
2016,22,静岡県,60～64歳,24.99,55.28,355.16
2016,22,静岡県,65～69歳,24.22,24.03,314.67
2016,22,静岡県,70歳～,23.68,24.36,308.52
2016,23,愛知県,年齢計,31.14,106.75,480.43
2016,23,愛知県,～19歳,18.08,14.91,231.87
2016,23,愛知県,20～24歳,21.05,42.29,294.89
2016,23,愛知県,25～29歳,24.51,77.63,371.75
2016,23,愛知県,30～34歳,28.01,92.42,428.54
2016,23,愛知県,35～39歳,31.23,107.05,481.81
2016,23,愛知県,40～44歳,33.99,123.17,531.05
2016,23,愛知県,45～49歳,36.93,142.65,585.81
2016,23,愛知県,50～54歳,38.64,151.61,615.29
2016,23,愛知県,55～59歳,38.75,151.27,616.27
2016,23,愛知県,60～64歳,27.9,75.81,410.61
2016,23,愛知県,65～69歳,24.98,38.7,338.46
2016,23,愛知県,70歳～,24.72,24,320.64
2016,24,三重県,年齢計,29.07,85.81,434.65
2016,24,三重県,～19歳,17.72,16.06,228.7
2016,24,三重県,20～24歳,19.97,37.36,277
2016,24,三重県,25～29歳,23.09,61.71,338.79
2016,24,三重県,30～34歳,26.72,73.82,394.46
2016,24,三重県,35～39歳,28.45,83.89,425.29
2016,24,三重県,40～44歳,31.07,97.14,469.98
2016,24,三重県,45～49歳,33.56,113.22,515.94
2016,24,三重県,50～54歳,35.61,123.61,550.93
2016,24,三重県,55～59歳,34.83,114.15,532.11
2016,24,三重県,60～64歳,25.95,51.05,362.45
2016,24,三重県,65～69歳,23.83,22.55,308.51
2016,24,三重県,70歳～,26.61,32.89,352.21
2016,25,滋賀県,年齢計,29.29,91.05,442.53
2016,25,滋賀県,～19歳,17.16,10.22,216.14
2016,25,滋賀県,20～24歳,20.07,40.62,281.46
2016,25,滋賀県,25～29歳,23.37,65,345.44
2016,25,滋賀県,30～34歳,25.93,80.29,391.45
2016,25,滋賀県,35～39歳,29.01,93.24,441.36
2016,25,滋賀県,40～44歳,31.73,108.37,489.13
2016,25,滋賀県,45～49歳,33.67,113.21,517.25
2016,25,滋賀県,50～54歳,37,128.86,572.86
2016,25,滋賀県,55～59歳,35.47,117.43,543.07
2016,25,滋賀県,60～64歳,25.61,61.04,368.36
2016,25,滋賀県,65～69歳,23.39,29.68,310.36
2016,25,滋賀県,70歳～,20.35,10.9,255.1
2016,26,京都府,年齢計,29.9,84.05,442.85
2016,26,京都府,～19歳,17.6,14.84,226.04
2016,26,京都府,20～24歳,20.75,36.84,285.84
2016,26,京都府,25～29歳,23.59,62.14,345.22
2016,26,京都府,30～34歳,26.95,79.31,402.71
2016,26,京都府,35～39歳,29.65,85.11,440.91
2016,26,京都府,40～44歳,32.21,91.31,477.83
2016,26,京都府,45～49歳,34.58,112.92,527.88
2016,26,京都府,50～54歳,36.38,116.05,552.61
2016,26,京都府,55～59歳,36.43,110.93,548.09
2016,26,京都府,60～64歳,27.3,59.64,387.24
2016,26,京都府,65～69歳,27.1,35.89,361.09
2016,26,京都府,70歳～,27.68,30.61,362.77
2016,27,大阪府,年齢計,32.12,91.28,476.72
2016,27,大阪府,～19歳,18.36,11.37,231.69
2016,27,大阪府,20～24歳,21.27,32.6,287.84
2016,27,大阪府,25～29歳,24.32,63.91,355.75
2016,27,大阪府,30～34歳,28.05,79.19,415.79
2016,27,大阪府,35～39歳,31.35,89.45,465.65
2016,27,大阪府,40～44歳,34.6,104.42,519.62
2016,27,大阪府,45～49歳,37.4,119.57,568.37
2016,27,大阪府,50～54歳,40.15,128.16,609.96
2016,27,大阪府,55～59歳,40.54,128.17,614.65
2016,27,大阪府,60～64歳,28.58,59.27,402.23
2016,27,大阪府,65～69歳,27.33,29.94,357.9
2016,27,大阪府,70歳～,28.21,36.22,374.74
2016,28,兵庫県,年齢計,29.82,86.72,444.56
2016,28,兵庫県,～19歳,17.97,16.81,232.45
2016,28,兵庫県,20～24歳,20.43,35.67,280.83
2016,28,兵庫県,25～29歳,23.56,62.16,344.88
2016,28,兵庫県,30～34歳,27.48,76.28,406.04
2016,28,兵庫県,35～39歳,29.55,86.94,441.54
2016,28,兵庫県,40～44歳,32.13,101.6,487.16
2016,28,兵庫県,45～49歳,34.49,114.49,528.37
2016,28,兵庫県,50～54歳,36.07,119.78,552.62
2016,28,兵庫県,55～59歳,35.37,109.28,533.72
2016,28,兵庫県,60～64歳,26.67,60.99,381.03
2016,28,兵庫県,65～69歳,26.43,37.43,354.59
2016,28,兵庫県,70歳～,24.03,28.94,317.3
2016,29,奈良県,年齢計,29.5,76.15,430.15
2016,29,奈良県,～19歳,17.03,6.54,210.9
2016,29,奈良県,20～24歳,20.37,34.35,278.79
2016,29,奈良県,25～29歳,23.84,62.05,348.13
2016,29,奈良県,30～34歳,26.48,68.25,386.01
2016,29,奈良県,35～39歳,28.16,73.33,411.25
2016,29,奈良県,40～44歳,31.08,87.2,460.16
2016,29,奈良県,45～49歳,34.87,93.54,511.98
2016,29,奈良県,50～54歳,35.58,106.94,533.9
2016,29,奈良県,55～59歳,35.62,98.75,526.19
2016,29,奈良県,60～64歳,27.35,50.56,378.76
2016,29,奈良県,65～69歳,24.18,29.2,319.36
2016,29,奈良県,70歳～,31.5,37.6,415.6
2016,30,和歌山県,年齢計,27.21,71.34,397.86
2016,30,和歌山県,～19歳,16.28,10.35,205.71
2016,30,和歌山県,20～24歳,19.77,36.25,273.49
2016,30,和歌山県,25～29歳,22.8,56.13,329.73
2016,30,和歌山県,30～34歳,24.91,65.84,364.76
2016,30,和歌山県,35～39歳,27.21,72.48,399
2016,30,和歌山県,40～44歳,29.79,90.4,447.88
2016,30,和歌山県,45～49歳,30.33,86.67,450.63
2016,30,和歌山県,50～54歳,32.39,96,484.68
2016,30,和歌山県,55～59歳,31.55,80.47,459.07
2016,30,和歌山県,60～64歳,25.47,52.99,358.63
2016,30,和歌山県,65～69歳,21.21,25.86,280.38
2016,30,和歌山県,70歳～,28.61,33.5,376.82
2016,31,鳥取県,年齢計,24.97,59.89,359.53
2016,31,鳥取県,～19歳,16,10.24,202.24
2016,31,鳥取県,20～24歳,17.88,30.13,244.69
2016,31,鳥取県,25～29歳,19.88,42.38,280.94
2016,31,鳥取県,30～34歳,22.13,53.19,318.75
2016,31,鳥取県,35～39歳,24.91,60.38,359.3
2016,31,鳥取県,40～44歳,27.22,71.51,398.15
2016,31,鳥取県,45～49歳,27.24,77.08,403.96
2016,31,鳥取県,50～54歳,29.82,80.5,438.34
2016,31,鳥取県,55～59歳,27.04,65.47,389.95
2016,31,鳥取県,60～64歳,21.32,37.82,293.66
2016,31,鳥取県,65～69歳,32.96,21.97,417.49
2016,31,鳥取県,70歳～,20.23,17.72,260.48
2016,32,島根県,年齢計,24.81,66.75,364.47
2016,32,島根県,～19歳,16.83,8.98,210.94
2016,32,島根県,20～24歳,18.66,34.33,258.25
2016,32,島根県,25～29歳,21.02,54.95,307.19
2016,32,島根県,30～34歳,22.75,58.75,331.75
2016,32,島根県,35～39歳,24.49,65.36,359.24
2016,32,島根県,40～44歳,26.72,79.47,400.11
2016,32,島根県,45～49歳,28.21,85.17,423.69
2016,32,島根県,50～54歳,29.51,95.16,449.28
2016,32,島根県,55～59歳,28.83,81.67,427.63
2016,32,島根県,60～64歳,23.31,47.55,327.27
2016,32,島根県,65～69歳,20.34,23.03,267.11
2016,32,島根県,70歳～,17.56,26.71,237.43
2016,33,岡山県,年齢計,27.55,74.04,404.64
2016,33,岡山県,～19歳,17.06,8.23,212.95
2016,33,岡山県,20～24歳,19.61,35.74,271.06
2016,33,岡山県,25～29歳,22.13,57.77,323.33
2016,33,岡山県,30～34歳,25.54,70.09,376.57
2016,33,岡山県,35～39歳,27.31,75.04,402.76
2016,33,岡山県,40～44歳,29.72,88.18,444.82
2016,33,岡山県,45～49歳,31.13,85.29,458.85
2016,33,岡山県,50～54歳,33.35,101.11,501.31
2016,33,岡山県,55～59歳,31.69,91.66,471.94
2016,33,岡山県,60～64歳,24.91,56.67,355.59
2016,33,岡山県,65～69歳,23.81,30.44,316.16
2016,33,岡山県,70歳～,40.31,18.81,502.53
2016,34,広島県,年齢計,28.37,78.66,419.1
2016,34,広島県,～19歳,17.08,10.59,215.55
2016,34,広島県,20～24歳,20.1,34.29,275.49
2016,34,広島県,25～29歳,22.57,60.49,331.33
2016,34,広島県,30～34歳,25.62,68.63,376.07
2016,34,広島県,35～39歳,28.23,79.65,418.41
2016,34,広島県,40～44歳,30.51,88.31,454.43
2016,34,広島県,45～49歳,32.35,98.79,486.99
2016,34,広島県,50～54歳,35.34,111.44,535.52
2016,34,広島県,55～59歳,33.72,102.92,507.56
2016,34,広島県,60～64歳,27.57,69.18,400.02
2016,34,広島県,65～69歳,23.32,32.15,311.99
2016,34,広島県,70歳～,22.02,25.22,289.46
2016,35,山口県,年齢計,26.85,79.83,402.03
2016,35,山口県,～19歳,17.09,13.9,218.98
2016,35,山口県,20～24歳,19.08,41.14,270.1
2016,35,山口県,25～29歳,21.65,64.52,324.32
2016,35,山口県,30～34歳,24.17,71.3,361.34
2016,35,山口県,35～39歳,26.95,79.48,402.88
2016,35,山口県,40～44歳,28.89,90.74,437.42
2016,35,山口県,45～49歳,31.36,102.52,478.84
2016,35,山口県,50～54歳,32.44,110.94,500.22
2016,35,山口県,55～59歳,31.71,104.25,484.77
2016,35,山口県,60～64歳,24.31,56.74,348.46
2016,35,山口県,65～69歳,21.8,28.21,289.81
2016,35,山口県,70歳～,24.82,30.79,328.63
2016,36,徳島県,年齢計,26.56,79.96,398.68
2016,36,徳島県,～19歳,16.54,11.32,209.8
2016,36,徳島県,20～24歳,19.33,37.69,269.65
2016,36,徳島県,25～29歳,21.29,62.04,317.52
2016,36,徳島県,30～34歳,23.33,75.42,355.38
2016,36,徳島県,35～39歳,25.61,87.03,394.35
2016,36,徳島県,40～44歳,27.94,90.75,426.03
2016,36,徳島県,45～49歳,30.64,98.54,466.22
2016,36,徳島県,50～54歳,30.73,95.69,464.45
2016,36,徳島県,55～59歳,32.87,105.71,500.15
2016,36,徳島県,60～64歳,24.86,59.2,357.52
2016,36,徳島県,65～69歳,25.22,39.94,342.58
2016,36,徳島県,70歳～,34.8,47.64,465.24
2016,37,香川県,年齢計,27.27,74.84,402.08
2016,37,香川県,～19歳,17.55,13.26,223.86
2016,37,香川県,20～24歳,19.6,33.86,269.06
2016,37,香川県,25～29歳,22.5,58.4,328.4
2016,37,香川県,30～34歳,24.67,66.56,362.6
2016,37,香川県,35～39歳,26.79,74.82,396.3
2016,37,香川県,40～44歳,28.96,85.56,433.08
2016,37,香川県,45～49歳,31.66,93.7,473.62
2016,37,香川県,50～54歳,32.94,104.56,499.84
2016,37,香川県,55～59歳,31.6,93.73,472.93
2016,37,香川県,60～64歳,25.32,55.53,359.37
2016,37,香川県,65～69歳,20.6,27.88,275.08
2016,37,香川県,70歳～,19.94,27.68,266.96
2016,38,愛媛県,年齢計,25.79,69.12,378.6
2016,38,愛媛県,～19歳,15.96,8.18,199.7
2016,38,愛媛県,20～24歳,18.43,32.95,254.11
2016,38,愛媛県,25～29歳,20.79,51.72,301.2
2016,38,愛媛県,30～34歳,22.68,58.73,330.89
2016,38,愛媛県,35～39歳,25.91,72.83,383.75
2016,38,愛媛県,40～44歳,27.54,83.1,413.58
2016,38,愛媛県,45～49歳,29.51,88.46,442.58
2016,38,愛媛県,50～54歳,30.77,92.59,461.83
2016,38,愛媛県,55～59歳,29.62,80.98,436.42
2016,38,愛媛県,60～64歳,23.45,47.25,328.65
2016,38,愛媛県,65～69歳,21.56,23.58,282.3
2016,38,愛媛県,70歳～,29.88,20.29,378.85
2016,39,高知県,年齢計,25.7,64.07,372.47
2016,39,高知県,～19歳,15.96,12.34,203.86
2016,39,高知県,20～24歳,18.2,29.84,248.24
2016,39,高知県,25～29歳,20.5,44.69,290.69
2016,39,高知県,30～34歳,22.61,57.41,328.73
2016,39,高知県,35～39歳,24.91,64,362.92
2016,39,高知県,40～44歳,26.4,68.03,384.83
2016,39,高知県,45～49歳,28.98,85.14,432.9
2016,39,高知県,50～54歳,29.41,82.77,435.69
